Latitude,Longitude,Name,Address,Operating_Hours,Waze
3.050157,101.646321,Subway Giant Bandar Kinrara - Puchong,"Giant Hypermkt Bandar Kinrara, Lot No:G8, Lot 449, Jalan BK 5A/1, Bandar Kinrara, Puchong, 47100","Monday - Sunday, 9:30 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/puchong/subway-@-giant-hypermarket-bandar-kinrara?place=ChIJQWetUDxLzDERNXcKhA-KR-A
3.021501,101.581089,Subway One City,"One City@Skypark, C-GF-01 Ground Floor, Jalan USJ 25/1, Subang Jaya, 47650","Monday - Sunday, 9:00 AM - 7:45 PM",https://www.waze.com/en/live-map/directions/my/selangor/subang-jaya/subway?place=ChIJSx9gBCWzzTER0Qhz_gj_2QQ
3.124517,101.710679,Subway Southgate,"Pusat Komersial Southgate, No. 2, Jalan Dua, Unit E-1-6, Off Jalan Chan Sow Lin, Lvl 1, Kuala Lumpur, 55200","Monday - Sunday, 8:00 AM - 9:00 PM",https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-@-southgate-commercial-center?place=ChIJd4K2SBw2zDERvbRfvxkCiEw
3.204461,101.667600,Subway Brem Mall,"G-06, Brem Mall, Jalan Kepong, Kepong, Kuala Lumpur, 52000","Monday - Sunday, 8:00 AM - 10:00 PM","https://www.waze.com/en/live-map/directions/subway-brem-mall-g-06,-brem-mall,-jalan-kepong,-kepong-kuala-lumpur?place=w.66650144.666304832.27401872"
3.204575,101.720530,Subway Festival City,"Setapak Central Mall, Lot S-23, No. 67 Jalan Taman Ibu Kota, Taman Danau Kota, Setapak, Kuala Lumpur, 53200","Monday - Sunday, 10:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-setapak-central-mall?place=ChIJ6fjTnRE4zDEReW77Yg4uqrY
3.112187,101.579071,Subway Citta Mall,"Lot F-09, 1st Floor, Citta Mall, No.1 Jln PJU 1A/48, PJU 1A, Ara Damansara, Petaling Jaya, 47301","Monday - Sunday, 9:30 AM - 8:00 PM","https://www.waze.com/en/live-map/directions/subway-citta-mall-unit-f-09,-citta-mall,-ara-damansara,-ara-damansara-petaling-jaya?place=w.66584607.665714999.27401586"
3.196496,101.743179,Subway Aeon Big Wangsamaju,"Aeon Big Wangsa Maju, F1-09, First Floor, Jalan 8/27A, Section 5, Wangsa Maju, 53300 Kuala Lumpur.","Monday - Sunday, 10:00 AM - 10:00 PM","https://www.waze.com/en/live-map/directions/subway-aeon-big-wangsa-maju-f1-09,-first-floor,-aeon-big-wangsa-maju,-wangsa-maju-kuala-lumpur?place=w.66650144.666763584.27401144"
3.063303,101.695198,Subway Endah Parade,"Endah Parade Shopping Complex, Lot G-013A, Ground Floor, Jalan 1/149E, Kuala Lumpur, 57000","Monday - Sunday, 8:00 AM - 10:00 PM","https://www.waze.com/en/live-map/directions/subway-endah-parade-endah-parade-shopping-complex,-kuala-lumpur?place=w.66650143.666501426.27401582"
3.094220,101.541431,Subway NKVE,"Lot 15385KM 15.3, (NKVE), Petronas New Klang Expressway, Damansara Bound, Sungai Buloh, 47000","Monday - Sunday, 10:00 AM - 9:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/sungai-buloh/subway?place=ChIJ4VodophOzDERaGq4H8ZxsAw
3.154583,101.553631,Subway Star Avenue,"Star Avenue Lifestyle Mall, Lot No: L1-13 & L1-K2, No. 3, Jalan Zuhal U5/179, Pusat Komersial Arena Bintang,Seksyen U5, Shah Alam, 40150","Monday - Sunday, 10:00 AM - 10:00 PM","https://waze.com/ul?ll=3.154583,101.553631"
2.991637,101.793722,Subway Metro Point,"Metro Point Complex, Lot G03 Ground Floor, Jalan Jelok 8, Kajang, 43000","Monday - Sunday, 9:30 AM - 9:30 PM","https://www.waze.com/en/live-map/directions/subway-metro-point-complex-metro-point-complex,-lot-g03-ground-floor-kajang?place=w.66715678.667091243.27400766"
3.057877,101.592775,Subway Mydin USJ,"G-42 & G-43, Ground Floor,Persiaran Subang Permai, USJ 1, 47500 Subang Jaya, Selangor.","Monday - Sunday, 10:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-(mydin-subang-jaya-hypermarket)?place=ChIJA4PoRR5NzDERe-Q_fZOYgKM
3.078001,101.710922,Subway TBS,"Unit L4-29, 4th Floor, Terminal Bersepadu Selatan, Bandar Tasik Selatan, Kuala Lumpur, 57100","Monday - Sunday, 10:00 AM – 8:00PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-tbs?place=ChIJAVz8DF81zDERXWs-EKFOIF8
3.136102,101.708431,Subway KWC (Kenanga),"KWC Fashion Mall, No.2, Jalan Gelugor, Lot G-08, Kuala Lumpur, 55200","Monday - Sunday, 10:00 AM - 8:00 PM",https://www.waze.com/en/live-map/directions/subway-kwc-fashion-mall-lot-g-08-kwc-fashion-mall-kuala-lumpur?place=w.66650143.666566970.27400904
3.255174,101.654411,Subway Selayang 18,"Lot 3.06, 3rd Floor vendor letter SH-15-G,Grd Floor,Selayang, Kuala Lumpur, 68000 , Batu Caves, 68100","Monday - Sunday, 8:00 AM - 9:00 PM",https://www.waze.com/en/live-map/directions/subway-selayang-18-persiaran-3-batu-caves?place=w.66650145.666173766.21949236
3.189334,101.638541,Subway Sime Darby Parkcity,"Sime Darby Parkcity, CP Retail 2, No. 2 Jalan Intisari, Perdana Desa Parkcity, Kuala Lumpur, 52200","Monday - Sunday, 8:00 AM - 9:30 PM","https://www.waze.com/en/live-map/directions/subway-desa-park-city-sime-darby-parkcity,-cp-retail-2-kuala-lumpur?place=w.66584608.666108223.14350474"
3.116129,101.665866,Subway TM,"Lower Ground 1 (LG1), Menara TM, Jalan Pantai Baharu, 50672 Kuala Lumpur","Monday, 10:00 AM – 8:00PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-menara-tm?place=ChIJ97qHTY1JzDEREeRr6wtfSts
3.005880,101.725544,Subway GPS,"Petronas Green Plus Station, Plus Hwy & Sungai Besi Hwy, Lot 896, Ground Floor, QSR 3, Mukim Kajang, Hulu Langat, 43300","Monday - Sunday, 8:00 AM - 11:00 PM","https://waze.com/ul?ll=3.005880,101.725544"
3.071533,101.605323,Subway Sunway Lagoon,"Sunway Lagoon Theme Park, FB-Z-001, 3, Jalan PJS 11/11, Bandar Sunway, Petaling Jaya, 46150","Monday - Sunday (10:00AM - 6:00PM)
Tuesday : Close","https://www.waze.com/en/live-map/directions/subway-sunway-lagoon-sunway-lagoon-theme-park,-fb-z-001,-3-petaling-jaya?place=w.66584607.665911603.27401305"
3.237666,101.700343,Subway Sri Gombak,"No. G100, Jalan Prima SG3/2, Taman Prima, Sri Gombak, Kuala Lumpur, 68100","Monday - Sunday, 8:00 AM - 10:30 PM",https://www.waze.com/en/live-map/directions/my/selangor/batu-caves/subway?place=ChIJi5BmZXtHzDER519jKGFtoFk
3.059890,101.710432,"Subway Trillium, Lake Fields","No.66, Jalan Tasik Utama 7, Medan Niaga Tasik Damai, (Trillium) Lake Field, Sg Besi, Kuala Lumpur, 57000","Monday - Sunday, 8:30 AM - 10:00 PM","https://waze.com/ul?ll=3.059890,101.710432"
3.081465,101.731419,Subway Ikon Connaught,"Ikon Connaught, G-02A & Alfresco GA-02A, Ground Floor, Jalan Cerdas, Taman Connaught, Kuala Lumpur, 56100","Monday - Sunday, 10:00 AM - 8:00 PM",https://www.waze.com/en/live-map/directions/subway-ikon-connaught-lot-g-02a-ikon-connaught-kuala-lumpur?place=w.66650143.666698036.27398136
3.127096,101.616518,Subway Atria,"Atria Shopping Gallery, Lot C11, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, 47400","Monday - Sunday, 10:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/subway-atria-shoppinggallery-lot-c11-atria-shopping-gallery-petaling-jaya?place=w.66584607.665977145.27398112
3.090677,101.614668,Subway SS3,"Jalan SS3/39, Ground Floor, Unit 16, Bangunan PJ21, Petaling Jaya, 47300","Monday - Saturday, 8:00 AM – 10:00PM",https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-ss3?place=ChIJuTzSm3VMzDERLk_bVVw9iTg
3.196263,101.616271,Subway Ativo Plaza,"Ativo Plaza, #1 Jalan PJU 9/1, Damansara Ave, B-G-2, Block B, Bandar Sri Damansara, Kuala Lumpur, 52200","Monday - Saturday, 8:30 AM – 10:00PM",https://www.waze.com/en/live-map/directions/subway-ativo-plaza-jalan-pju-91-kuala-lumpur?place=w.66584608.665977152.5632979
3.159488,101.700170,Subway Quill City (LG),"Quill City Mall, LG-02, No. 1018, Jalan Sultan Ismail, Kuala Lumpur , 50250","Monday - Sunday, 10:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-quill-city-mall?place=ChIJl7-7OS9IzDERa282ngJCTKs
3.067818,101.603107,Subway Sunway U,"No. 27 Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, 46150","Monday - Sunday, 9:00 AM - 8:00 PM","https://www.waze.com/en/live-map/directions/subway-sunway-university-no.-27-jalan-pjs-119,-bandar-sunway,-46150-subang-jaya?place=w.66584607.665846067.26717443"
3.153206,101.594907,Subway Kota Damansara,"15-1, Jalan PJU 5/6, Dataran Sunway, Kota Damansara, Petaling Jaya, 47810","Monday - Sunday, 8:00 AM - 8:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-@-dataran-sunway?place=ChIJjaT4bSBPzDERdko25w89Fq8
3.074779,101.661593,Subway OUG,"A1-07 Jalan 1/52, Taman OUG Parklane Off Jalan Klang Lama 58200 Kuala Lumpur","Monday - Sunday, 9:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-oug-parklane?place=ChIJW9BS3nlLzDERdemjQm9QkBE
3.050101,101.563370,Subway Petronas Kesas,"Petronas Station, Lebuhraya Kesas Arah Barat KM34.5, Lebuhraya Kesas, 40000 Shah Alam, Selangor","Monday - Saturday, 7:30 AM – 10:00PM",https://www.waze.com/en/live-map/directions/my/selangor/subang-jaya/subway-petronas-kesas-highway-arah-barat-km34.-5?place=ChIJ9bLY5B5NzDERCu0iuXkBptY
3.070392,101.695026,Subway Sri Petaling,"No. 53, Jalan Radin Bagus, 57000 Sri Petaling, Kuala Lumpur","Monday - Sunday, 8:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/subway-sri-petaling-jalan-radin-bagus-53-kuala-lumpur?place=w.66650143.666435891.12280737
3.020222,101.675020,Subway Puncak Jalil,"116 Jalan PUJ 3/2,Taman Puncak Jalil, Bandar Putra Permai,Seri Kembangan, 63300","Monday - Sunday, 9:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/seri-kembangan/subway?place=ChIJzXasDDu1zTERjmQ2GXJQHxk
3.201844,101.731845,Subway Aeon Alpha Angle,"AEON Alpha Angle Shopping Ctr, Lot F37A, Jalan R1, Seksyen 1, Bandar Baru Wangsa Maju, Kuala Lumpur, 53300","Monday - Sunday, 10:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-aeon-alpha-angle?place=ChIJKfuHkjw4zDERcBLnlBYSXNw
3.134863,101.722843,Subway My Town,"Lot B1-07 & B1-08, Level Basement 1, MyTOWN Shopping Centre, Jalan Cochrane, Seksyen 90, Kuala Lumpur, 55100","Monday - Sunday, 10:00 AM - 10:00 PM","https://www.waze.com/en/live-map/directions/subway-mytown-shopping-centre-b1-07-and-b1-08,-mytown-shopping-centre,-55100-kuala-lumpur?place=w.66650143.666632505.27397019"
3.090114,101.559864,Subway Utropolis,"G-B2a, Utropolis Marketplace, Jalan Kontracktor U1/14, Seksyen U1, 40150 Shah Alam, Selangor","Monday - Sunday, 8:30 AM - 9:00 PM","https://www.waze.com/en/live-map/directions/subway-utropolis-marketplace-g-b2a,-utropolis-marketplace-shah-alam?place=w.66584607.665583925.27402093"
3.160073,101.736901,Subway Great Eastern Mall,"Great Eastern Mall, Lot 4C Lower Ground Floor, No 303 Jalan Ampang, Kuala Lumpur, 50450","Monday - Friday, 8:30 AM – 8:30PM","https://www.waze.com/en/live-map/directions/subway-great-eastern-mall-great-eastern-mall,-lot-4c-lower-ground-floor-kuala-lumpur?place=w.66650144.666763580.27398397"
3.133075,101.687034,Subway NU Sentral,"L4.13, Level Four, NU Sentral, No. 201 Jalan Tun Sambanthan, Kuala Lumpur, 50470","Monday - Sunday, 9:00 AM - 9:00 PM","https://www.waze.com/en/live-map/directions/subway-nu-sentral-l4.13,-level-four,-nu-sentral-kuala-lumpur?place=w.66650143.666435897.27398085"
2.970663,101.713668,Subway IOI City Mall,"IOI City Mall, Lebuh IRC, IOI Resort City, 62502 Putrajaya, Malaysia","Monday - Sunday, 10:00 AM - 9:00 PM","https://www.waze.com/en/live-map/directions/subway-ioi-city-mall-ioi-city-mall,-lebuh-irc,-ioi-resort-city,-62502-putrajaya?place=w.66650142.666566953.27400823"
3.166426,101.692419,Subway Sunway Putra,"Lot 4-60 & 4-79A, Fourth Floor, Sunway Putra Mall, No. 100, Jalan Putra, 50350 Kuala Lumpur","Monday - Sunday, 10:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-sunway-putra-mall?place=ChIJZ9G0hjxIzDERadDFIQqD8Ck
3.070182,101.610049,Subway Sunway Pinnacle,"M-01, Mezzanine Floor, The Pinnacle, Persiaran Lagoon, Bandar Sunway, 46150 Petaling Jaya, Selangor","Monday - Friday, 8:00 AM – 8:00PM",https://www.waze.com/en/live-map/directions/my/selangor/pj/subway@sunway-pinnacle?place=ChIJQ3L-SYFMzDER_wOO4aHBkQs
3.211379,101.748677,Subway Melawati Mall,"L3-22, Third Floor, Melawati Mall, UP2-01, Melawati Mall, 355, Jalan Bandar Melawati, Pusat Bandar Melawati, 53100 Kuala Lumpur","Monday - Sunday, 10:00 AM - 10:00 PM","https://www.waze.com/en/live-map/directions/subway-melawati-mall-lot-l3-22-melawati-mall,-ampang-kuala-lumpur?place=w.66650144.666829121.27398467"
3.066085,101.608626,Subway Sunway Medical,"Sunway Medical Centre, Ground Floor,No. 5, Jalan Lagoon Selatan, 47500 Selangor","Monday - Sunday, 8:00 AM - 8:00 PM","https://waze.com/ul?ll=3.066085,101.608626"
3.222755,101.731182,Subway Taman Melati,"No. 71-G Jalan Melati Utama 4, Taman Melati Utama, 53100 Setapak, Kuala Lumpur","Monday - Sunday, 7:30 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-taman-melati?place=ChIJO6zeoZQ5zDERd8uBXlgh8CE
3.235291,101.723508,Subway Shell Melati,"PT 5729, Batu 6 1/2, Ulu Gombak, 68100 Gombak. Selangor","Monday - Sunday, 8:30 AM - 6:00 PM","https://www.waze.com/en/live-map/directions/subway-shell-melati-jalan-lingkaran-tengah-2,-pt5729,-shell-melati-kuala-lumpur?place=w.66650144.666632516.27398141"
3.241128,101.716156,Subway Shell Karak,"PT 5946, Lebuhraya Karak, 68100 Gombak, Selangor","Monday - Sunday, 8:30 AM - 10:30 PM","https://www.waze.com/en/live-map/directions/subway-lebuhraya-karak-pt-5946,-lebuhraya-karak,-68100-gombak,-selangor-kuala-lumpur?place=w.66650144.666632516.27398042"
3.053815,101.693434,Subway Bukit Jalil,"Level 1 Axiata Arena, KL Sport City, Bukit Jalil, 57000, Kuala Lumpur","Monday - Sunday, 9:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-axiata-arena-bukit-jalil?place=ChIJ_1r32pdKzDERwqb1Q3n6L9o
3.209174,101.691372,Subway Sentul Sky Awani,"Ground Floor , Unit No. G-11, Residensi Awani, Sky Awani, No. 27 Jalan Sentul Perdana 51100, Kuala Lumpur","Monday - Sunday, 8:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/subway-sky-awani-jalan-sentul-perdana-g-11-kuala-lumpur?place=w.66650144.666435905.27398084
3.166098,101.607914,Subway Damansara Perdana,"D-S-G-01, Metropolitan Square, Jalan PJU 8/1, Damansara Perdana, Petaling Jaya, 47820, Selangor","Monday - Friday, 8:00 AM – 10:00PM",https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-@-damansara-perdana-or-metropolitan-sq?place=ChIJWz04PAdPzDERiU-tHTIPyiY
3.083153,101.669445,Subway Pearl Point,"Lot No. 1.0.69 (Ground Floor), Pearl Point Shopping Mall, Batu 5, Jalan Klang Lama, 58000 Kuala Lumpur",Monday - Sunday (9:00AM - 10:00PM),"https://waze.com/ul?ll=3.083153,101.669445"
3.171561,101.721805,Subway Gurney Mall (UTMKL),"Lot 1-03, Level 1, Residensi UTMKL, No 8 Jalan Maktab, 54000 Kuala Lumpur","Tuesday – Sunday, 10:00 AM – 9:30PM",https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-utmkl?place=ChIJ7_y8Q5A3zDER6JGmn1Nfmqc
3.204075,101.703480,Subway KLTS,"45-G, Plaza KLTS, Block C, Jalan Gombak, 53000 Kuala Lumpur","Monday - Sunday, 9:00 AM - 9:30 PM",https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-klts?place=ChIJKd965yNHzDERs76aJJNwaw4
3.117373,101.635064,Subway Jaya One,"100-P2.015, Level 2, Block J, The School Jaya One, No.72A Jalan Prof Diraja Ungku Aziz, 46200 Petaling Jaya, Selangor","Monday - Sunday, 10:30 AM - 9:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-jaya-one?place=ChIJcQghqGVJzDERLSVTpukyla4
3.025706,101.771637,Subway Petronas Grand Saga 3,"Lot 432, Lebuhraya Grand Saga, (Kajang Bound) 43300, Kajang, Selangor",Operating hours not available,"https://waze.com/ul?ll=3.025706,101.771637"
3.077918,101.552916,Subway MSU,"Lot S0205 Management & Science University, Seksyen 13, 40100 Shah Alam, Selangor","Monday - Sunday, 8:00 AM – 8:00PM","https://www.waze.com/en/live-map/directions/subway-msu-lot-s0205,-management-and-science-university-(msu)-shah-alam?place=w.66584607.665518388.27402347"
3.210350,101.564883,Subway Sungai Buloh,"2390, Jalan 1A-1, Bdr Baru Sg Buloh, Seksyen U20, 40610 Shah Alam, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",https://www.waze.com/en/live-map/directions/my/selangor/sungai-buloh/subway?place=ChIJN48KfTJFzDERqzad5XvCtwo
